,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
1438,1455,barbie,12,6,6,29
1439,1456,the bob's burgers movie,0,16,5,3
1440,1457,the bad guys,0,16,5,3
1441,1458,ghostbusters: afterlife,12,6,6,29
1442,1459,interstellar,12,8,1,15
1443,1460,harry potter and the sorcerer's stone,12,14,6,16
1444,1461,luck,0,16,5,3
1445,1462,minions,0,16,5,3
1446,1463,the goonies,12,6,15,7
1447,1464,back to the future,12,6,1,64
1448,1465,despicable me,0,16,5,3
1449,1466,deliverance,12,8,9,71
1450,1467,chip 'n dale: rescue rangers,0,16,5,3
1451,1468,inglourious basterds,12,8,7,158
1452,1469,turning red,0,16,5,3
1453,1470,the grand budapest hotel,12,6,4,63
1454,1471,777 charlie,12,6,8,8
1455,1472,thelma &amp; louise,12,5,8,153
1456,1473,fantastic beasts: the crimes of grindelwald,12,14,6,16
1457,1474,the princess bride,12,14,6,16
1458,1475,moana,0,16,5,3
1459,1476,the blue lagoon,12,8,16,108
1460,1477,the parent trap,12,6,8,8
1461,1478,prometheus,12,10,1,120
1462,1479,the lion king,0,16,8,40
1463,1480,scooby-doo,12,6,15,7
1464,1481,the railway children return,12,8,15,46
1465,1482,idiocracy,12,6,1,64
1466,1483,ad astra,12,8,10,171
1467,1484,sen to chihiro no kamikakushi,0,16,15,9
1468,1485,cruella,12,6,4,63
1469,1486,the little mermaid,12,14,6,16
1470,1487,cars,0,16,5,3
1471,1488,harry potter and the goblet of fire,12,14,6,16
1472,1489,despicable me 3,0,16,5,3
1473,1490,fantastic beasts and where to find them,12,14,6,16
1474,1491,the green knight,12,8,6,56
1475,1492,toy story,0,16,5,3
1476,1493,aladdin,12,6,15,7
1477,1494,ratatouille,0,16,5,3
1478,1495,the neverending story,12,8,15,46
1479,1496,the martian,12,8,1,15
1480,1497,despicable me 2,0,16,5,3
1481,1498,zootopia,0,16,5,3
1482,1499,harry potter and the deathly hallows: part 1,12,14,6,16
1483,1500,legend,12,7,16,252
1484,1501,harry potter and the chamber of secrets,12,14,6,16
1485,1502,harry potter and the deathly hallows: part 2,12,7,10,126
1486,1503,charlie and the chocolate factory,12,6,15,7
1487,1504,luca,0,16,5,3
1488,1505,beauty and the beast,12,14,6,16
1489,1506,into the wild,12,3,8,51
1490,1507,chef,12,6,8,8
1491,1508,disenchanted,0,16,5,3
1492,1509,the wizard of oz,12,14,6,16
1493,1510,frozen,0,16,5,3
1494,1511,the twilight saga: breaking dawn - part 2,12,8,6,56
1495,1512,harry potter and the prisoner of azkaban,12,14,6,16
1496,1513,e.t. the extra-terrestrial,12,14,1,37
1497,1514,green lantern: beware my power,0,16,1,95
1498,1515,finding nemo,0,16,5,3
1499,1516,hauru no ugoku shiro,0,16,15,9
1500,1517,almost famous,12,6,8,8
1501,1518,without a paddle,12,6,10,248
1502,1519,"the chronicles of narnia: the lion, the witch and the wardrobe",12,14,6,16
1503,1520,hunt for the wilderpeople,12,6,8,8
1504,1521,"monsters, inc.",0,16,5,3
1505,1522,jumanji,12,6,15,7
1506,1523,back to the future part ii,12,6,1,64
1507,1524,shrek,0,16,5,3
1508,1525,only angels have wings,12,8,16,108
1509,1526,inside out,0,16,5,3
1510,1528,untitled super mario project,0,16,5,3
1511,1529,coco,0,16,5,3
1512,1530,toy story 4,0,16,5,3
1513,1531,soul,0,16,5,3
1514,1532,wonka,12,6,15,7
1515,1533,lo imposible,12,8,11,44
1516,1534,paddington 2,12,6,15,7
1517,1535,pinocchio,12,6,8,8
1518,1536,wall·e,0,16,15,9
1519,1537,mononoke-hime,0,16,6,104
1520,1538,up,0,16,5,3
1521,1539,hook,12,6,15,7
1522,1540,cold mountain,12,8,11,44
1523,1541,tangled,0,16,5,3
1524,1542,labyrinth,12,14,6,16
1525,1543,cast away,12,8,16,108
1526,1544,alice in wonderland,12,14,6,16
1527,1545,the mitchells vs the machines,0,16,5,3
1528,1546,big fish,12,8,6,56
1529,1547,spaceballs,12,6,1,64
1530,1548,elf,12,6,15,7
1531,1549,the peanut butter falcon,12,6,8,8
1532,1550,galaxy quest,12,6,1,64
1533,1551,fear and loathing in las vegas,12,6,8,8
1534,1552,madagascar,0,16,5,3
1535,1553,cinderella,12,8,15,46
1536,1554,rebel moon,12,8,6,56
1537,1557,stardust,12,14,6,16
1538,1558,a bug's life,0,16,5,3
1539,1559,toy story 3,0,16,5,3
1540,1560,vesper,12,8,1,15
1541,1561,robin hood: men in tights,12,6,2,224
1542,1562,disney's snow white,12,8,15,46
1543,1563,dogma,12,6,8,8
1544,1564,adventures in babysitting,12,6,4,63
1545,1565,the beach,12,8,16,108
1546,1566,percy jackson &amp; the olympians: the lightning thief,12,14,6,16
1547,1569,life of pi,12,8,6,56
1548,1570,the secret life of walter mitty,12,6,8,8
1549,1571,blood diamond,12,8,9,71
1550,1572,clifford the big red dog,0,16,5,3
1551,1573,apollo 13,12,8,11,44
1552,1574,sausage party,0,16,5,3
1553,1575,finch,12,8,1,15
1554,1576,holes,12,6,8,8
1555,1577,miss peregrine's home for peculiar children,12,8,15,46
1556,1578,who framed roger rabbit,0,16,5,3
1557,1579,the emperor's new groove,0,16,5,3
1558,1580,frozen ii,0,16,5,3
1559,1581,rv,12,6,15,7
1560,1582,bill &amp; ted face the music,12,6,12,90
1561,1583,into the woods,12,6,8,8
1562,1584,toy story 2,0,16,5,3
1563,1585,wreck-it ralph,0,16,5,3
1564,1586,tarzan,0,16,5,3
1565,1587,ice age,0,16,5,3
1566,1588,night at the museum,12,6,15,7
1567,1589,the great escape,12,8,11,44
1568,1590,enchanted,0,16,5,3
1569,1591,ryû to sobakasu no hime,0,16,8,40
1570,1592,monty python and the holy grail,12,6,6,29
1571,1593,maleficent,12,14,6,16
1572,1594,fantastic mr. fox,0,16,5,3
1573,1595,lawrence of arabia,12,3,8,51
1574,1596,robots,0,16,5,3
1575,1597,space jam: a new legacy,0,16,5,3
1576,1598,dances with wolves,12,8,0,138
1577,1599,"o brother, where art thou?",12,6,4,63
1578,1600,paddington,12,6,15,7
1579,1601,brave,0,16,5,3
1580,1602,the princess and the frog,0,16,5,3
1581,1603,peter pan,12,14,6,16
1582,1604,the jungle book,12,8,15,46
1583,1605,bill &amp; ted's excellent adventure,12,6,12,90
1584,1606,shrek 2,0,16,5,3
1585,1607,puss in boots: the last wish,0,16,5,3
1586,1608,treasure planet,0,16,15,9
1587,1609,tom &amp; jerry,0,16,5,3
1588,1610,against the ice,12,8,11,44
1589,1611,the call of the wild,12,8,15,46
1590,1612,the twilight saga: new moon,12,8,6,56
1591,1613,australia,12,8,16,108
1592,1614,dolittle,12,6,15,7
1593,1615,hopper et le hamster des ténèbres,0,16,5,3
1594,1616,cars 3,0,16,5,3
1595,1617,the lost city of z,12,3,8,51
1596,1618,barbarella,12,6,6,29
1597,1619,cloudy with a chance of meatballs,0,16,5,3
1598,1620,the twilight saga: breaking dawn - part 1,12,8,6,56
1599,1621,oz the great and powerful,12,14,6,16
1600,1622,weekend at bernie's,12,6,4,63
1601,1623,"honey, i shrunk the kids",12,6,15,7
1602,1624,jeremiah johnson,12,8,0,138
1603,1625,ferdinand,0,16,5,3
1604,1626,cars 2,0,16,5,3
1605,1627,explorers,12,6,15,7
1606,1628,finding dory,0,16,5,3
1607,1629,the secret life of pets,0,16,5,3
1608,1630,the abyss,12,8,10,171
1609,1631,excalibur,12,8,6,56
1610,1632,the nightingale,12,8,9,71
1611,1633,homeward bound: the incredible journey,12,6,8,8
1612,1634,cheaper by the dozen,12,6,15,7
1613,1635,the ten commandments,12,8,15,46
1614,1636,the hitchhiker's guide to the galaxy,12,6,1,64
1615,1637,ralph breaks the internet,0,16,5,3
1616,1638,back to the future part iii,12,6,1,64
1617,1639,super mario bros.,12,6,15,7
1618,1640,hugo,12,8,15,46
1619,1641,the bridge on the river kwai,12,8,7,158
1620,1642,onward,0,16,5,3
1621,1643,paw patrol: the movie,0,16,5,3
1622,1644,epic movie,12,6,6,29
1623,1645,home alone 2: lost in new york,12,6,4,63
1624,1646,rio,0,16,5,3
1625,1647,barry lyndon,12,8,7,158
1626,1648,isle of dogs,0,16,5,3
1627,1649,"lyle, lyle, crocodile",0,16,5,3
1628,1650,the croods: a new age,0,16,5,3
1629,1651,the prince of egypt,0,16,8,40
1630,1652,the fall,12,8,6,56
1631,1653,la montaña sagrada,12,8,6,56
1632,1654,paul,12,6,1,64
1633,1655,home,0,16,5,3
1634,1656,anastasia,0,16,8,40
1635,1657,alvin and the chipmunks,0,16,5,3
1636,1659,monsters university,0,16,5,3
1637,1660,bolt,0,16,5,3
1638,1661,bee movie,0,16,5,3
1639,1662,the big sky,12,8,0,138
1640,1663,ron's gone wrong,0,16,5,3
1641,1664,elemental,0,16,5,3
1642,1665,pocahontas,0,16,8,40
1643,1666,maleficent: mistress of evil,12,14,6,16
1644,1667,back to the outback,0,16,5,3
1645,1668,space jam,0,16,5,3
1646,1669,night at the museum: secret of the tomb,12,6,15,7
1647,1670,papillon,12,3,4,210
1648,1671,voyagers,12,1,9,82
1649,1672,vivo,0,16,5,3
1650,1673,american honey,12,8,16,108
1651,1674,the sand pebbles,12,8,16,108
1652,1675,seven years in tibet,12,3,8,51
1653,1676,popeye,12,6,15,7
1654,1677,mary poppins returns,12,6,15,7
1655,1678,spartacus,12,3,8,51
1656,1679,wild,12,3,8,51
1657,1680,the boss baby: family business,0,16,5,3
1658,1681,trolls world tour,0,16,5,3
1659,1682,hector and the search for happiness,12,6,8,8
1660,1683,far and away,12,8,16,108
1661,1684,a series of unfortunate events,12,6,15,7
1662,1685,meet the robinsons,0,16,5,3
1663,1686,happy feet,0,16,5,3
1664,1687,fireheart,0,16,5,3
1665,1688,the happening,12,1,9,82
1666,1689,the cat in the hat,12,6,15,7
1667,1690,your highness,12,6,6,29
1668,1691,percy jackson: sea of monsters,12,14,6,16
1669,1692,the golden compass,12,14,6,16
1670,1693,dead man,12,8,6,56
1671,1694,the boss baby,0,16,5,3
1672,1695,eddie the eagle,12,3,5,81
1673,1696,the day the earth stood still,12,8,1,15
1674,1697,the bucket list,12,6,8,8
1675,1698,shark tale,0,16,5,3
1676,1699,trolls,0,16,5,3
1677,1700,star trek: the motion picture,12,10,1,120
1678,1701,time bandits,12,6,6,29
1679,1702,snow white and the seven dwarfs,0,16,15,9
1680,1703,christopher robin,12,6,8,8
1681,1704,the midnight sky,12,8,1,15
1682,1705,free willy,12,8,15,46
1683,1706,dinosaur,0,16,8,40
1684,1707,speed racer,2,16,5,18
1685,1708,the 5th wave,2,16,1,5
1686,1709,the chronicles of narnia: the voyage of the dawn treader,12,14,6,16
1687,1710,django/zorro,12,8,0,138
1688,1711,the road to el dorado,0,16,5,3
1689,1712,wish dragon,0,16,5,3
1690,1713,around the world in 80 days,12,6,15,7
1691,1714,lara croft tomb raider: the cradle of life,2,16,6,19
1692,1715,the searchers,12,8,0,138
1693,1716,the adventures of tintin,0,4,17,12
1694,1717,r.i.p.d.,2,16,5,18
1695,1718,rambo iii,2,16,9,52
1696,1719,pushpa: the rise - part 1,2,16,4,91
1697,1720,beavis and butt-head do america,0,16,5,3
1698,1721,the edge,2,16,8,0
1699,1722,the lorax,0,16,5,3
1700,1723,i am number four,2,16,1,5
1701,1724,land of the lost,2,16,5,18
1702,1725,the misfits,12,6,9,215
1703,1726,shrek the third,0,16,5,3
1704,1727,the book of life,0,16,5,3
1705,1728,4: rise of the silver surfer,2,16,6,19
1706,1729,chicken little,0,16,5,3
1707,1730,shrek forever after,0,16,5,3
1708,1731,gemini man,2,16,1,5
1709,1732,the rundown,2,16,5,18
1710,1733,the darjeeling limited,12,6,8,8
1711,1734,heavy metal,0,16,6,104
1712,1735,pee-wee's big adventure,12,6,15,7
1713,1736,act of valor,2,16,9,52
1714,1737,the mexican,12,6,4,63
1715,1738,chitty chitty bang bang,12,14,6,16
1716,1739,beowulf,0,4,17,12
1717,1740,the mosquito coast,12,8,9,71
1718,1742,101 dalmatians,12,6,4,63
1719,1743,the sorcerer's apprentice,2,16,15,83
1720,1744,majo no takkyûbin,0,16,15,9
1721,1745,gake no ue no ponyo,0,16,5,3
1722,1746,apollo 10 1/2: a space age adventure,0,16,8,40
1723,1747,shamshera,2,16,8,0
1724,1748,the pink panther,12,6,4,63
1725,1749,true grit,12,8,0,138
1726,1750,the 13th warrior,2,16,11,216
1727,1751,mortdecai,2,16,5,18
1728,1752,the aristocats,0,16,5,3
1729,1753,rise of the guardians,0,4,17,12
1730,1754,the missing,12,9,0,232
1731,1755,spy kids 3: game over,2,16,5,18
1732,1756,night at the museum: battle of the smithsonian,12,6,15,7
1733,1757,injustice,0,4,17,12
1734,1758,the emoji movie,0,16,5,3
1735,1759,alice through the looking glass,12,14,6,16
1736,1760,the croods,0,16,5,3
1737,1761,johnny english,2,16,5,18
1738,1762,the ice age adventures of buck wild,0,16,5,3
1739,1763,thumbelina,0,16,15,9
1740,1764,a goofy movie,0,16,5,3
1741,1765,the beastmaster,2,16,6,19
1742,1766,the scorpion king,2,16,6,19
1743,1767,lost in space,2,16,15,83
1744,1768,the dark crystal,12,14,6,16
1745,1769,the spiderwick chronicles,2,16,8,0
1746,1770,stowaway,12,1,9,82
1747,1771,the host,2,16,8,0
1748,1772,ladyhawke,12,6,8,8
1749,1773,heaven's gate,12,8,0,138
1750,1774,joe dirt,12,6,8,8
1751,1775,tenacious d in the pick of destiny,12,6,12,90
1752,1776,the secret of nimh,0,16,8,40
1753,1777,the promise,2,16,8,0
1754,1778,the guns of navarone,2,16,8,0
1755,1779,starcrash,2,16,1,5
1756,1781,tayna pechati drakona,2,16,15,83
1757,1782,chicken run,0,16,5,3
1758,1783,return to the blue lagoon,12,8,16,108
1759,1784,the good dinosaur,0,16,5,3
1760,1785,johnny english reborn,2,16,5,18
1761,1786,a monster calls,12,8,15,46
1762,1787,the last witch hunter,2,16,6,19
1763,1788,mat kilau,2,16,8,0
1764,1789,untitled star trek sequel,2,16,10,103
1765,1790,jack the giant slayer,2,16,6,19
1766,1791,sonic the hedgehog 3,0,4,17,12
1767,1792,the right stuff,12,3,8,51
1768,1793,eragon,2,16,15,83
1769,1794,the spongebob squarepants movie,0,16,5,3
1770,1795,the land before time,0,16,8,40
1771,1796,the angry birds movie 2,0,4,17,12
1772,1797,baby's day out,12,6,4,63
1773,1798,over the hedge,0,16,5,3
1774,1799,the ghost and the darkness,12,8,9,71
1775,1800,grind,12,6,13,231
1776,1801,flight of the navigator,12,6,15,7
1777,1802,bubble boy,12,6,16,228
1778,1803,the secret life of pets 2,0,16,5,3
1779,1804,the lost world,12,7,1,198
1780,1806,the way back,12,8,11,44
1781,1807,after earth,2,16,1,5
1782,1808,mickey7,12,8,1,15
1783,1809,the imaginarium of doctor parnassus,12,6,6,29
1784,1810,the great race,2,16,5,18
1785,1811,stuart little,12,6,15,7
1786,1813,the poseidon adventure,2,16,8,0
1787,1814,mowgli,12,8,6,56
1788,1815,zathura: a space adventure,2,16,5,18
1789,1816,bedtime stories,12,6,15,7
1790,1817,klaus,0,16,5,3
1791,1818,the deep,12,10,9,159
1792,1819,vertical limit,2,16,8,0
1793,1820,wizards,0,16,6,104
1794,1821,zoolander 2,2,16,5,18
1795,1822,nerve,2,16,4,91
1796,1823,pompeii,2,16,8,0
1797,1824,the bfg,12,14,6,16
1798,1825,monsters vs. aliens,0,4,17,12
1799,1826,all dogs go to heaven,0,16,5,3
1800,1827,madagascar 3: europe's most wanted,0,16,5,3
1801,1828,ice age: continental drift,0,16,5,3
1802,1829,hardcore henry,2,16,1,5
1803,1830,madagascar: escape 2 africa,0,16,5,3
1804,1831,ferngully: the last rainforest,0,16,15,9
1805,1832,despicable me 4,0,16,5,3
1806,1834,charlie's angels: full throttle,2,16,5,18
1807,1835,one hundred and one dalmatians,0,16,5,3
1808,1836,nebraska,12,6,8,8
1809,1837,bubble,0,4,17,12
1810,1838,the smurfs,0,16,5,3
1811,1839,interstate 60: episodes of the road,12,6,8,8
1812,1840,red one,2,16,5,18
1813,1841,national treasure 3,2,16,15,83
1814,1842,valhalla rising,2,16,8,0
1815,1843,the sharkfighters,12,8,7,158
1816,1844,star trek: first contact,2,16,8,0
1817,1845,cheaper by the dozen 2,12,6,15,7
1818,1846,ying xiong,2,16,8,0
1819,1847,2010: the year we make contact,12,10,1,120
1820,1848,kelly's heroes,12,6,7,240
1821,1849,the postman,2,16,8,0
1822,1850,watership down,0,16,8,40
1823,1851,lord of the flies,12,8,9,71
1824,1852,jason and the argonauts,2,16,15,83
1825,1853,the simpsons movie,0,16,5,3
1826,1854,rescue dawn,12,3,7,235
1827,1855,kaze no tani no naushika,0,16,1,95
1828,1856,star trek vi: the undiscovered country,2,16,1,5
1829,1857,hannibal rising,12,5,8,153
1830,1858,the spy who dumped me,2,16,5,18
1831,1859,ice age: collision course,0,16,5,3
1832,1860,rio 2,0,16,5,3
1833,1861,james and the giant peach,0,16,15,9
1834,1862,finding 'ohana,2,16,5,18
1835,1863,rise of the teenage mutant ninja turtles,0,4,17,12
1836,1864,max steel,2,16,6,19
1837,1865,brother bear,0,16,5,3
1838,1866,superman iii,2,16,5,18
1839,1867,pathfinder,2,16,8,0
1840,1868,sleeping beauty,0,16,15,9
1841,1869,the grey,2,16,8,0
1842,1870,horton hears a who!,0,16,5,3
1843,1872,doragon bôru chô: burorî,0,4,17,12
1844,1873,scoob!,0,16,5,3
1845,1874,epic,0,4,17,12
1846,1875,war horse,2,16,8,0
1847,1876,the witcher: nightmare of the wolf,0,4,17,12
1848,1877,the river wild,12,5,9,247
1849,1878,horizon line,2,16,8,0
1850,1879,timeline,2,16,1,5
1851,1880,teenage mutant ninja turtles ii: the secret of the ooze,2,16,5,18
1852,1881,da 5 bloods,12,8,7,158
1853,1882,battlefield earth,2,16,1,5
1854,1883,bean,12,6,15,7
1855,1884,extremely loud &amp; incredibly close,12,8,10,171
1856,1885,the lego movie 2: the second part,0,4,17,12
1857,1886,battle: los angeles,2,16,1,5
1858,1887,artemis fowl,12,14,6,16
1859,1888,the mission,12,8,11,44
1860,1889,the adventures of buckaroo banzai across the 8th dimension,12,6,1,64
1861,1890,the lord of the rings,0,16,6,104
1862,1891,posledniy bogatyr,2,16,5,18
1863,1892,seventh son,2,16,6,19
1864,1893,space cowboys,2,16,9,52
1865,1894,flushed away,0,4,17,12
1866,1895,penguins of madagascar,0,16,5,3
1867,1896,major payne,12,6,15,7
1868,1897,dungeons &amp; dragons,2,16,6,19
1869,1898,six days seven nights,2,16,5,18
1870,1899,the muppets,12,6,15,7
1871,1900,executive decision,2,16,9,52
1872,1901,hustle,4,8,13,180
1873,1902,the wolf of wall street,1,6,4,160
1874,1903,coda,4,8,12,96
1875,1904,"hello, goodbye and everything in between",4,8,16,4
1876,1905,father of the bride,4,8,16,4
1877,1906,jerry &amp; marge go large,1,6,8,97
1878,1907,licorice pizza,4,8,16,4
1879,1908,marcel the shell with shoes on,0,6,15,25
1880,1909,verdens verste menneske,4,8,16,4
1881,1910,don't look up,4,8,1,145
1882,1911,encanto,0,6,15,25
1883,1912,gisaengchung,4,8,9,172
1884,1913,jojo rabbit,4,8,7,199
1885,1914,knives out,4,5,8,45
1886,1915,barefoot,4,8,16,4
1887,1916,jug jugg jeeyo,4,8,15,106
1888,1917,marry me,4,12,16,80
1889,1918,the sandlot,4,8,15,106
1890,1919,vengeance,4,10,9,116
1891,1920,the girl next door,4,8,16,4
1892,1921,the french dispatch,4,8,16,4
1893,1922,the phantom of the open,4,8,13,180
1894,1923,love &amp; gelato,4,8,16,4
1895,1924,alice's restaurant,4,8,12,96
1896,1925,mr. malcolm's list,4,8,16,4
1897,1926,sing,0,6,15,25
1898,1927,the big short,1,6,8,97
1899,1928,10 things i hate about you,4,8,16,4
1900,1929,the terminal,4,8,16,4
1901,1930,hustlers,4,5,8,45
1902,1931,crazy rich asians,4,8,16,4
1903,1932,a league of their own,4,8,13,180
1904,1933,roald dahl's matilda the musical,4,8,15,106
1905,1934,love actually,4,8,16,4
1906,1935,clue,4,5,10,102
1907,1936,nude tuesday,4,8,16,4
1908,1937,about time,4,8,6,26
1909,1938,emma.,4,8,16,4
1910,1939,la la land,4,8,12,96
1911,1940,victor/victoria,4,12,16,80
1912,1941,steel magnolias,4,8,16,4
1913,1942,pitch perfect,4,12,16,80
1914,1943,grease,4,2,16,48
1915,1944,green book,1,6,8,97
1916,1945,vice,1,6,8,97
1917,1946,jerry maguire,4,8,16,4
1918,1947,he's just not that into you,4,8,16,4
1919,1948,a simple favor,4,5,10,102
1920,1949,matilda,4,14,6,30
1921,1950,war dogs,1,6,4,160
1922,1951,secretary,4,8,16,4
1923,1952,"crazy, stupid, love.",4,8,16,4
1924,1953,vicky cristina barcelona,4,8,16,4
1925,1954,diary of a wimpy kid,4,8,15,106
1926,1955,the longest yard,4,5,8,45
1927,1956,la vita è bella,4,8,16,4
1928,1957,lol,4,8,16,4
1929,1958,the wedding singer,4,12,16,80
1930,1959,the intouchables,1,6,8,97
1931,1960,up in the air,4,8,16,4
1932,1961,mamma mia!,4,2,16,48
1933,1962,thoroughbreds,4,5,8,45
1934,1963,"three billboards outside ebbing, missouri",4,5,8,45
1935,1964,you've got mail,4,8,16,4
1936,1965,bring it on,4,15,13,111
1937,1966,jaadugar,4,8,6,26
1938,1967,risky business,4,5,8,45
1939,1968,the spectacular now,4,8,16,4
1940,1969,love &amp; other drugs,4,8,16,4
1941,1970,palm springs,4,7,10,229
1942,1971,when harry met sally...,4,8,16,4
1943,1972,janhit mein jaari,4,8,16,4
1944,1973,bikini beach,4,12,16,80
1945,1974,notting hill,4,8,16,4
1946,1975,rookie of the year,4,14,6,30
1947,1976,the big sick,4,8,16,4
1948,1977,a través de mi ventana,4,8,16,4
1949,1978,the lobster,4,8,16,4
1950,1979,50 first dates,4,8,16,4
1951,1980,in bruges,4,5,8,45
1952,1981,cool world,0,6,6,101
1953,1982,the dirt,1,6,8,97
1954,1983,(500) days of summer,4,8,16,4
1955,1984,gypsy,1,6,8,97
1956,1985,the princess diaries,4,14,16,67
1957,1986,don jon,4,8,16,4
1958,1987,silver linings playbook,4,8,16,4
1959,1988,love sarah,4,8,16,4
1960,1989,midnight in paris,4,7,16,450
1961,1990,the ballad of buster scruggs,4,8,2,68
1962,1991,cocktail,4,8,16,4
1963,1992,weird science,4,15,1,89
1964,1994,gosford park,4,8,10,72
1965,1995,a boy and his dog,4,8,1,145
1966,1996,swiss army man,4,8,6,26
1967,1997,the graduate,4,8,16,4
1968,1998,peggy sue got married,4,8,6,26
1969,1999,footloose,4,8,12,96
1970,2000,the time traveler's wife,4,8,6,26
1971,2001,rumble,0,6,15,25
1972,2002,to all the boys i've loved before,4,8,16,4
1973,2004,rock of ages,4,8,2,68
1974,2005,yesterday,4,7,12,61
1975,2006,fighting with my family,1,6,8,97
1976,2007,i love you,4,8,16,4
1977,2008,sorry to bother you,4,8,6,26
1978,2009,forgetting sarah marshall,4,8,16,4
1979,2010,the favourite,1,6,8,97
1980,2011,mamma mia! here we go again,4,2,16,48
1981,2012,striptease,4,5,8,45
1982,2013,sleepless in seattle,4,8,16,4
1983,2014,sotto il sole di amalfi,4,8,16,4
1984,2015,mary poppins,4,14,6,30
1985,2016,breakfast at tiffany's,4,8,16,4
1986,2017,varsity blues,4,8,16,4
1987,2018,pretty in pink,4,8,16,4
1988,2019,the proposal,4,8,16,4
1989,2020,moonrise kingdom,4,8,16,4
1990,2021,i care a lot,4,5,8,45
1991,2022,cats,4,8,15,106
1992,2023,big,4,8,6,26
1993,2024,empire records,4,8,12,96
1994,2025,say anything...,4,8,16,4
1995,2026,colossal,4,8,6,26
1996,2027,"i, tonya",1,6,8,97
1997,2028,cashback,4,8,16,4
1998,2029,groundhog day,4,8,6,26
1999,2030,13 going on 30,4,7,16,450
2000,2031,zola,4,5,8,45
2001,2032,the little rascals,4,14,16,67
2002,2033,this is 40,4,8,16,4
2003,2034,coyote ugly,4,8,12,96
2004,2035,sex and the city 2,4,8,16,4
2005,2036,she's the man,4,15,13,111
2006,2037,my girl,4,8,15,106
2007,2038,casper,4,14,6,30
2008,2039,some like it hot,4,12,16,80
2009,2040,teen wolf,4,7,16,450
2010,2041,the disaster artist,1,6,8,97
2011,2042,am i ok?,4,8,16,4
2012,2043,the in crowd,4,8,11,186
2013,2044,shallow hal,4,8,6,26
2014,2045,emergency,4,8,9,172
2015,2046,blackkklansman,1,6,4,160
2016,2047,chicago,4,5,2,148
2017,2048,easy a,4,8,16,4
2018,2049,blast from the past,4,8,16,4
2019,2050,hairspray,4,8,2,68
2020,2051,mystic pizza,4,8,16,4
2021,2052,focus,4,5,8,45
2022,2054,now and then,4,8,16,4
2023,2055,as good as it gets,4,8,16,4
2024,2056,annie,4,8,15,106
2025,2057,the talk of the town,4,8,16,4
2026,2058,kiss kiss bang bang,4,5,10,102
2027,2059,working girl,4,8,16,4
2028,2060,ich bin dein mensch,4,8,16,4
2029,2061,funny girl,1,6,8,97
2030,2062,earth girls are easy,4,2,16,48
2031,2063,m*a*s*h,4,8,7,199
2032,2064,begin again,4,8,12,96
2033,2065,the sting,4,5,8,45
2034,2066,the duke,1,6,8,97
2035,2067,practical magic,4,8,6,26
2036,2068,relatos salvajes,4,8,9,172
2037,2069,something's gotta give,4,8,16,4
2038,2070,four weddings and a funeral,4,8,16,4
2039,2071,magic mike xxl,4,8,12,96
2040,2072,my big fat greek wedding,4,8,16,4
2041,2073,out of sight,4,5,8,45
2042,2074,top secret!,4,5,12,112
2043,2075,punch-drunk love,4,8,16,4
2044,2076,tonari no totoro,0,6,15,25
2045,2077,being john malkovich,4,8,6,26
2046,2078,wild at heart,4,5,8,45
2047,2079,the life and times of judge roy bean,4,8,16,4
2048,2080,real genius,4,15,1,89
2049,2081,sister act,4,14,12,60
2050,2082,click,4,8,6,26
2051,2083,the death of stalin,4,8,11,186
2052,2084,high fidelity,4,8,12,96
2053,2085,ocean's eleven,4,5,12,112
2054,2086,"love, simon",4,8,16,4
2055,2087,tootsie,4,8,16,4
2056,2088,bull durham,4,15,13,111
2057,2089,the flintstones,4,14,6,30
2058,2090,burn after reading,4,5,8,45
2059,2091,diet of sex,4,8,16,4
2060,2092,little giants,4,14,13,192
2061,2093,sideways,4,8,16,4
2062,2094,grumpy old men,4,8,16,4
2063,2095,2 days in the valley,4,5,9,201
2064,2096,singin' in the rain,4,2,16,48
2065,2097,sister act 2: back in the habit,4,14,12,60
2066,2098,how do you know,4,8,16,4
2067,2099,can't buy me love,4,8,16,4
2068,2100,a cinderella story,4,14,16,67
2069,2101,shirley valentine,4,8,16,4
2070,2102,pleasantville,4,8,6,26
2071,2103,mannequin,4,7,16,450
2072,2104,the house,0,6,8,32
2073,2105,inherent vice,4,5,8,45
2074,2106,13: the musical,4,8,15,106
2075,2107,chung hing sam lam,4,5,8,45
2076,2108,pride,1,6,8,97
2077,2109,queen bees,4,8,16,4
2078,2111,but i'm a cheerleader,4,8,16,4
2079,2112,ella enchanted,4,14,6,30
2080,2113,sleepover,4,14,16,67
2081,2114,freaky friday,4,14,6,30
2082,2115,tully,4,8,10,72
2083,2116,bottle rocket,4,5,8,45
2084,2117,sabrina,4,8,16,4
2085,2118,beyond the valley of the dolls,4,8,12,96
2086,2119,17 again,4,8,6,26
2087,2120,ever after,4,8,16,4
2088,2122,nacho libre,4,14,13,192
2089,2123,short circuit,4,14,1,173
2090,2124,grease 2,4,12,2,182
2091,2125,just like heaven,4,8,6,26
2092,2126,weird: the al yankovic story,1,6,12,237
2093,2127,the mighty ducks,4,8,15,106
2094,2128,beaches,4,8,12,96
2095,2129,scenes of a sexual nature,4,8,16,4
2096,2130,cocoon,4,8,1,145
2097,2131,that thing you do!,4,8,12,96
2098,2132,battle of the sexes,1,6,8,97
